uid,location,start_time,end_time,uid,uid
9240,,6/1/22 8:49,6/1/22 17:31,8668,1126
9241,,6/1/22 0:12,6/1/22 12:47,8426,880
9242,,5/31/22 22:11,6/1/22 3:23,8640,708
9243,,6/1/22 2:11,5/31/22 20:10,8050,829
9244,,5/31/22 22:18,5/31/22 20:20,8442,1157
9245,,6/1/22 20:04,6/1/22 3:44,8740,1312
9246,,6/1/22 8:28,6/1/22 16:54,8949,803
9247,,6/1/22 14:02,6/1/22 11:35,8964,796
9248,,6/1/22 17:30,6/1/22 19:53,8182,1074
9249,,6/1/22 7:55,6/1/22 6:46,8886,1140
9250,,6/1/22 16:09,6/1/22 14:42,8906,1078
9251,,6/1/22 19:05,5/31/22 20:51,8377,917
9252,,6/1/22 5:10,6/1/22 2:43,8459,1210
9253,,6/1/22 9:39,6/1/22 11:23,8596,1299
9254,,6/1/22 16:31,5/31/22 21:42,8213,1312
9255,,6/1/22 3:12,6/1/22 12:36,8903,1157
9256,,6/1/22 17:08,6/1/22 14:19,8316,1156
9257,,5/31/22 20:28,6/1/22 16:34,8797,1045
9258,,6/1/22 4:55,5/31/22 23:50,8315,1228
9259,,6/1/22 13:53,6/1/22 14:06,8860,1315
9260,,6/1/22 8:44,6/1/22 1:57,8900,1095
9261,,6/1/22 3:23,6/1/22 1:50,8389,860
9262,,6/1/22 11:31,6/1/22 6:19,8828,785
9263,,6/1/22 9:19,6/1/22 1:44,9017,1301
9264,,6/1/22 14:56,6/1/22 11:48,8951,868
9265,,6/1/22 19:55,6/1/22 9:34,8813,1068
9266,,6/1/22 2:44,6/1/22 3:04,8572,1209
9267,,6/1/22 18:59,6/1/22 17:40,8570,1188
9268,,6/1/22 5:29,6/1/22 11:59,8612,1158
9269,,6/1/22 18:50,6/1/22 7:04,8170,830
9270,,6/1/22 11:50,6/1/22 14:04,8236,845
9271,,6/1/22 19:04,6/1/22 5:42,8257,1087
9272,,6/1/22 13:06,6/1/22 6:34,8653,686
9273,,6/1/22 11:25,5/31/22 22:22,8953,1016
9274,,6/1/22 15:55,6/1/22 18:51,8577,929
9275,,5/31/22 23:57,5/31/22 20:14,8370,719
9276,,6/1/22 17:49,5/31/22 21:37,8185,888
9277,,6/1/22 3:30,6/1/22 12:36,8492,1281
9278,,6/1/22 13:25,6/1/22 10:10,8848,928
9279,,6/1/22 17:27,6/1/22 7:07,8297,709
9280,,6/1/22 7:23,5/31/22 20:45,8339,941
9281,,5/31/22 22:25,5/31/22 21:13,8429,747
9282,,6/1/22 10:17,6/1/22 10:44,8506,1089
9283,,6/1/22 14:49,6/1/22 7:04,8848,928
9284,,6/1/22 16:30,6/1/22 0:10,8392,1161
9285,,6/1/22 9:59,6/1/22 8:03,8357,778
9286,,6/1/22 17:06,6/1/22 18:06,8704,856
9287,,6/1/22 4:36,6/1/22 18:01,8994,1251
9288,,6/1/22 11:13,6/1/22 9:55,8759,1240
9289,,6/1/22 18:26,6/1/22 10:10,8910,1209
9290,,6/1/22 10:41,6/1/22 11:36,8726,1050
9291,,6/1/22 6:25,6/1/22 7:14,8560,853
9292,,6/1/22 2:13,6/1/22 5:16,8734,934
9293,,6/1/22 5:38,6/1/22 1:15,8097,842
9294,,6/1/22 14:02,5/31/22 22:52,8514,710
9295,,5/31/22 21:56,5/31/22 23:08,8029,1136
9296,,6/1/22 0:13,5/31/22 23:24,8614,1135
9297,,6/1/22 1:00,6/1/22 16:57,8933,1080
9298,,6/1/22 5:07,5/31/22 20:48,8844,1166
9299,,6/1/22 16:27,6/1/22 16:25,8344,1320
9300,,6/1/22 17:32,6/1/22 5:14,8356,699
9301,,6/1/22 17:54,6/1/22 19:10,8887,1074
9302,,6/1/22 9:32,6/1/22 7:59,8098,1085
9303,,6/1/22 4:53,6/1/22 14:32,8832,1057
9304,,6/1/22 0:20,6/1/22 14:56,8573,868
9305,,6/1/22 2:19,6/1/22 14:27,8759,1240
9306,,6/1/22 5:13,6/1/22 17:29,8723,1158
9307,,6/1/22 3:18,6/1/22 14:46,8558,877
9308,,5/31/22 20:37,6/1/22 10:15,8548,917
9309,,6/1/22 7:04,6/1/22 2:57,8896,769
9310,,6/1/22 14:49,6/1/22 11:28,8608,775
9311,,6/1/22 16:37,6/1/22 10:25,8532,869
9312,,6/1/22 19:09,5/31/22 20:34,8450,1155
9313,,6/1/22 6:54,6/1/22 3:50,8796,1131
9314,,5/31/22 21:06,6/1/22 9:16,8073,680
9315,,6/1/22 14:30,5/31/22 20:07,8196,1030
9316,,6/1/22 4:44,5/31/22 22:27,8649,798
9317,,6/1/22 15:36,6/1/22 10:47,8795,777
9318,,6/1/22 16:42,6/1/22 18:04,8212,717
9319,,6/1/22 1:23,6/1/22 14:02,8063,735
9320,,6/1/22 18:37,6/1/22 3:59,8262,1008
9321,,6/1/22 18:14,6/1/22 15:36,8791,1256
9322,,6/1/22 18:12,6/1/22 19:50,8938,805
9323,,6/1/22 4:03,5/31/22 20:49,8844,1166
9324,,6/1/22 10:19,6/1/22 10:56,9018,926
9325,,6/1/22 15:25,6/1/22 12:06,8151,885
9326,,5/31/22 21:03,6/1/22 7:47,8644,1194
9327,,5/31/22 21:39,6/1/22 9:00,8064,1065
9328,,6/1/22 11:03,6/1/22 6:44,8734,934
9329,,6/1/22 6:53,6/1/22 4:14,8356,699
9330,,6/1/22 13:05,6/1/22 2:12,8897,1315
9331,,6/1/22 18:25,6/1/22 14:06,8289,1191
9332,,6/1/22 2:36,5/31/22 22:11,8039,867
9333,,6/1/22 8:10,6/1/22 17:37,8076,1054
9334,,6/1/22 19:08,6/1/22 17:43,8188,1050
9335,,6/1/22 6:51,6/1/22 18:49,8953,1016
9336,,6/1/22 14:45,6/1/22 6:51,8073,680
9337,,6/1/22 13:13,6/1/22 7:04,8050,829
9338,,6/1/22 8:49,5/31/22 21:41,8365,1338
9339,,6/1/22 4:09,6/1/22 1:12,8863,1090
9340,,6/1/22 16:23,6/1/22 15:54,8866,1311
9341,,6/1/22 16:19,6/1/22 3:54,8552,1304
9342,,6/1/22 2:33,6/1/22 9:38,8846,894
9343,,6/1/22 3:45,6/1/22 11:22,8879,1189
9344,,6/1/22 11:57,6/1/22 19:29,8869,1212
9345,,6/1/22 5:18,6/1/22 11:12,8899,927
9346,,6/1/22 13:32,5/31/22 20:37,8682,926
9347,,6/1/22 5:12,6/1/22 15:09,8280,1106
9348,,6/1/22 6:32,6/1/22 4:30,8557,1110
9349,,5/31/22 20:36,6/1/22 4:23,8321,1102
9350,,6/1/22 19:34,6/1/22 18:29,8899,927
