uid,uid
7041,1258
7041,857
6672,1258
6672,857
6728,1258
6728,857
6673,1258
6673,857
6729,1258
6729,857
7042,1258
7042,857
6674,1258
6674,857
6730,1258
6730,857
6675,1258
6675,857
6731,1258
6731,857
6969,1258
6969,857
7043,1258
7043,857
6967,1258
6967,857
6966,1258
6966,857
6965,1258
6965,857
6600,1258
6600,857
6964,1258
6964,857
6968,1258
6968,857
6963,1258
6963,857
6601,1258
6601,857
6962,1258
6962,857
6603,1258
6603,857
6961,1258
6961,857
6960,1258
6960,857
6959,1258
6959,857
6602,1258
6602,857
6958,1258
6958,857
6957,1258
6957,857
6956,1258
6956,857
6955,1258
6955,857
6954,1258
6954,857
6953,1258
6953,857
6952,1258
6952,857
6951,1258
6951,857
6950,1258
6950,857
6948,1258
6948,857
6947,1258
6947,857
6946,1258
6946,857
6577,1258
6577,857
6578,1258
6578,857
6945,1258
6945,857
6579,1258
6579,857
6944,1258
6944,857
6580,1258
6580,857
6949,1258
6949,857
6943,1258
6943,857
6581,1258
6581,857
6942,1258
6942,857
6582,1258
6582,857
6941,1258
6941,857
6940,1258
6940,857
6584,1258
6584,857
6939,1258
6939,857
6583,1258
6583,857
6938,1258
6938,857
6585,1258
6585,857
6937,1258
6937,857
6586,1258
6586,857
6590,1258
6590,857
6936,1258
6936,857
6587,1258
6587,857
6588,1258
6588,857
6589,1258
6589,857
7300,1258
7300,857
7384,1258
7384,857
7301,1258
7301,857
7385,1258
7385,857
7302,1258
7302,857
7386,1258
7386,857
7303,1258
7303,857
7387,1258
7387,857
7304,1258
7304,857
7388,1258
7388,857
7305,1258
7305,857
7389,1258
7389,857
7306,1258
7306,857
7390,1258
7390,857
7307,1258
7307,857
7391,1258
7391,857
7308,1258
7308,857
7392,1258
7392,857
7309,1258
7309,857
7393,1258
7393,857
7310,1258
7310,857
7394,1258
7394,857
7311,1258
7311,857
7395,1258
7395,857
7312,1258
7312,857
7396,1258
7396,857
7313,1258
7313,857
7397,1258
7397,857
7314,1258
7314,857
7398,1258
7398,857
7315,1258
7315,857
7399,1258
7399,857
7316,1258
7316,857
7400,1258
7400,857
7317,1258
7317,857
7318,1258
7318,857
7319,1258
7319,857
7320,1258
7320,857
7321,1258
7321,857
7327,1258
7327,857
7322,1258
7322,857
7323,1258
7323,857
7324,1258
7324,857
7325,1258
7325,857
7326,1258
7326,857
6155,1258
6155,857
6392,1258
6392,857
6151,1258
6151,857
6390,1258
6390,857
6376,1258
6376,857
6375,1258
6375,857
6389,1258
6389,857
6391,1258
6391,857
6152,1258
6152,857
6154,1258
6154,857
6386,1258
6386,857
7056,1258
7056,857
6156,1258
6156,857
6374,1258
6374,857
6393,1258
6393,857
6153,1258
6153,857
6373,1258
6373,857
7057,1258
7057,857
6385,1258
6385,857
6934,1258
6934,857
7058,1258
7058,857
6372,1258
6372,857
6371,1258
6371,857
6933,1258
6933,857
7059,1258
7059,857
6932,1258
6932,857
7065,1258
7065,857
6931,1258
6931,857
6930,1258
6930,857
7060,1258
7060,857
6935,1258
6935,857
6370,1258
6370,857
6387,1258
6387,857
6369,1258
6369,857
6929,1258
6929,857
7061,1258
7061,857
6928,1258
6928,857
6388,1258
6388,857
6927,1258
6927,857
7062,1258
7062,857
7123,1258
7123,857
6926,1258
6926,857
6368,1258
6368,857
7124,1258
7124,857
6925,1258
6925,857
7063,1258
7063,857
7125,1258
7125,857
6924,1258
6924,857
7126,1258
7126,857
6923,1258
6923,857
7064,1258
7064,857
6922,1258
6922,857
7127,1258
7127,857
6921,1258
6921,857
7128,1258
7128,857
6382,1258
6382,857
6920,1258
6920,857
7129,1258
7129,857
6919,1258
6919,857
7130,1258
7130,857
6378,1258
6378,857
6377,1258
6377,857
6918,1258
6918,857
7131,1258
7131,857
6379,1258
6379,857
7135,1258
7135,857
7132,1258
7132,857
6380,1258
6380,857
6381,1258
6381,857
7134,1258
7134,857
6384,1258
6384,857
7133,1258
7133,857
6383,1258
6383,857
6917,1258
6917,857
6364,1258
6364,857
6915,1258
6915,857
6367,1258
6367,857
6427,1258
6427,857
6354,1258
6354,857
6914,1258
6914,857
6421,1258
6421,857
6913,1258
6913,857
6363,1258
6363,857
6426,1258
6426,857
6353,1258
6353,857
6420,1258
6420,857
6912,1258
6912,857
6916,1258
6916,857
6366,1258
6366,857
6428,1258
6428,857
6911,1258
6911,857
6361,1258
6361,857
6910,1258
6910,857
6362,1258
6362,857
6425,1258
6425,857
6909,1258
6909,857
6352,1258
6352,857
6908,1258
6908,857
6419,1258
6419,857
6351,1258
6351,857
6423,1258
6423,857
6907,1258
6907,857
6424,1258
6424,857
6429,1258
6429,857
6422,1258
6422,857
6906,1258
6906,857
6360,1258
6360,857
6905,1258
6905,857
6904,1258
6904,857
6356,1258
6356,857
6903,1258
6903,857
6359,1258
6359,857
7001,1258
7001,857
6902,1258
6902,857
6357,1258
6357,857
6901,1258
6901,857
6358,1258
6358,857
6900,1258
6900,857
6418,1258
6418,857
6899,1258
6899,857
6898,1258
6898,857
6416,1258
6416,857
6411,1258
6411,857
6897,1258
6897,857
6896,1258
6896,857
7002,1258
7002,857
6412,1258
6412,857
6895,1258
6895,857
6413,1258
6413,857
6894,1258
6894,857
6365,1258
6365,857
7003,1258
7003,857
6893,1258
6893,857
6414,1258
6414,857
6415,1258
6415,857
6892,1258
6892,857
6891,1258
6891,857
6355,1258
6355,857
6417,1258
6417,857
6890,1258
6890,857
7020,1258
7020,857
6350,1258
6350,857
7000,1258
7000,857
6396,1258
6396,857
6394,1258
6394,857
6888,1258
6888,857
6544,1258
6544,857
6887,1258
6887,857
6398,1258
6398,857
6886,1258
6886,857
7011,1258
7011,857
6885,1258
6885,857
7107,1258
7107,857
7015,1258
7015,857
7012,1258
7012,857
6533,1258
6533,857
6395,1258
6395,857
6884,1258
6884,857
6889,1258
6889,857
7014,1258
7014,857
6158,1258
6158,857
7013,1258
7013,857
6157,1258
6157,857
7120,1258
7120,857
6883,1258
6883,857
7005,1258
7005,857
7106,1258
7106,857
6538,1258
6538,857
7121,1258
7121,857
6539,1258
6539,857
6882,1258
6882,857
7105,1258
7105,857
7004,1258
7004,857
7119,1258
7119,857
6159,1258
6159,857
7122,1258
7122,857
6881,1258
6881,857
7104,1258
7104,857
6160,1258
6160,857
7118,1258
7118,857
6880,1258
6880,857
7103,1258
7103,857
6540,1258
6540,857
7117,1258
7117,857
6161,1258
6161,857
6397,1258
6397,857
6542,1258
6542,857
6162,1258
6162,857
6879,1258
6879,857
7116,1258
7116,857
6543,1258
6543,857
6541,1258
6541,857
6878,1258
6878,857
7115,1258
7115,857
6163,1258
6163,857
7006,1258
7006,857
7114,1258
7114,857
6164,1258
6164,857
6537,1258
6537,857
6877,1258
6877,857
6536,1258
6536,857
6168,1258
6168,857
7007,1258
7007,857
7113,1258
7113,857
6876,1258
6876,857
7112,1258
7112,857
7008,1258
7008,857
6167,1258
6167,857
7102,1258
7102,857
6165,1258
6165,857
7111,1258
7111,857
6166,1258
6166,857
6535,1258
6535,857
7110,1258
7110,857
7009,1258
7009,857
6534,1258
6534,857
7109,1258
7109,857
7108,1258
7108,857
7010,1258
7010,857
6875,1258
6875,857
6169,1258
6169,857
6733,1258
6733,857
6873,1258
6873,857
6734,1258
6734,857
6872,1258
6872,857
6735,1258
6735,857
6736,1258
6736,857
6871,1258
6871,857
6170,1258
6170,857
6516,1258
6516,857
6737,1258
6737,857
6502,1258
6502,857
6515,1258
6515,857
6870,1258
6870,857
6738,1258
6738,857
6874,1258
6874,857
6739,1258
6739,857
6171,1258
6171,857
6740,1258
6740,857
6869,1258
6869,857
6172,1258
6172,857
6741,1258
6741,857
6512,1258
6512,857
6742,1258
6742,857
6868,1258
6868,857
6514,1258
6514,857
6743,1258
6743,857
6173,1258
6173,857
6513,1258
6513,857
6867,1258
6867,857
6744,1258
6744,857
6174,1258
6174,857
6501,1258
6501,857
6745,1258
6745,857
7234,1258
7234,857
6866,1258
6866,857
6511,1258
6511,857
6746,1258
6746,857
6175,1258
6175,857
6500,1258
6500,857
7233,1258
7233,857
6747,1258
6747,857
6176,1258
6176,857
6510,1258
6510,857
6748,1258
6748,857
6865,1258
6865,857
6517,1258
6517,857
6508,1258
6508,857
6182,1258
6182,857
6506,1258
6506,857
6864,1258
6864,857
6499,1258
6499,857
7232,1258
7232,857
6177,1258
6177,857
6498,1258
6498,857
6509,1258
6509,857
6863,1258
6863,857
7235,1258
7235,857
6178,1258
6178,857
6507,1258
6507,857
7236,1258
7236,857
7237,1258
7237,857
6862,1258
6862,857
7243,1258
7243,857
6503,1258
6503,857
7238,1258
7238,857
6179,1258
6179,857
6504,1258
6504,857
7239,1258
7239,857
6861,1258
6861,857
6180,1258
6180,857
7240,1258
7240,857
7241,1258
7241,857
6505,1258
6505,857
7242,1258
7242,857
6181,1258
6181,857
7100,1258
7100,857
7099,1258
7099,857
7098,1258
7098,857
7097,1258
7097,857
7101,1258
7101,857
7084,1258
7084,857
7096,1258
7096,857
7095,1258
7095,857
7094,1258
7094,857
7083,1258
7083,857
7082,1258
7082,857
7093,1258
7093,857
7081,1258
7081,857
7092,1258
7092,857
7080,1258
7080,857
7091,1258
7091,857
7079,1258
7079,857
7090,1258
7090,857
7089,1258
7089,857
7088,1258
7088,857
7078,1258
7078,857
6484,1258
6484,857
7087,1258
7087,857
7086,1258
7086,857
6482,1258
6482,857
7085,1258
7085,857
6483,1258
6483,857
6859,1258
6859,857
6183,1258
6183,857
6858,1258
6858,857
6184,1258
6184,857
6857,1258
6857,857
6856,1258
6856,857
6855,1258
6855,857
6860,1258
6860,857
6185,1258
6185,857
6186,1258
6186,857
6854,1258
6854,857
6187,1258
6187,857
6853,1258
6853,857
6193,1258
6193,857
6188,1258
6188,857
6852,1258
6852,857
6851,1258
6851,857
6189,1258
6189,857
6190,1258
6190,857
6850,1258
6850,857
6849,1258
6849,857
6848,1258
6848,857
6191,1258
6191,857
6192,1258
6192,857
6847,1258
6847,857
6195,1258
6195,857
6194,1258
6194,857
6846,1258
6846,857
6843,1258
6843,857
7272,1258
7272,857
6844,1258
6844,857
6327,1258
6327,857
7273,1258
7273,857
6842,1258
6842,857
6325,1258
6325,857
6845,1258
6845,857
7274,1258
7274,857
6196,1258
6196,857
6322,1258
6322,857
6308,1258
6308,857
6841,1258
6841,857
7275,1258
7275,857
6307,1258
6307,857
6324,1258
6324,857
6840,1258
6840,857
7276,1258
7276,857
6328,1258
6328,857
6321,1258
6321,857
7277,1258
7277,857
6839,1258
6839,857
7278,1258
7278,857
6323,1258
6323,857
7279,1258
7279,857
6838,1258
6838,857
7280,1258
7280,857
6197,1258
6197,857
6837,1258
6837,857
7281,1258
7281,857
6306,1258
6306,857
6319,1258
6319,857
6836,1258
6836,857
7282,1258
7282,857
6198,1258
6198,857
6305,1258
6305,857
6320,1258
6320,857
7283,1258
7283,857
6835,1258
6835,857
7284,1258
7284,857
6318,1258
6318,857
7285,1258
7285,857
6834,1258
6834,857
6315,1258
6315,857
7286,1258
7286,857
6316,1258
6316,857
6199,1258
6199,857
6304,1258
6304,857
6833,1258
6833,857
7287,1258
7287,857
6303,1258
6303,857
6832,1258
6832,857
7288,1258
7288,857
6200,1258
6200,857
6317,1258
6317,857
6204,1258
6204,857
7289,1258
7289,857
6831,1258
6831,857
7290,1258
7290,857
6314,1258
6314,857
7291,1258
7291,857
6830,1258
6830,857
6313,1258
6313,857
7292,1258
7292,857
6201,1258
6201,857
6829,1258
6829,857
7293,1258
7293,857
6311,1258
6311,857
6312,1258
6312,857
7299,1258
7299,857
6309,1258
6309,857
6828,1258
6828,857
7294,1258
7294,857
6202,1258
6202,857
7295,1258
7295,857
6310,1258
6310,857
7296,1258
7296,857
7297,1258
7297,857
6302,1258
6302,857
6827,1258
6827,857
7298,1258
7298,857
6203,1258
6203,857
6205,1258
6205,857
6825,1258
6825,857
6824,1258
6824,857
6823,1258
6823,857
6298,1258
6298,857
6822,1258
6822,857
6826,1258
6826,857
6821,1258
6821,857
6820,1258
6820,857
6206,1258
6206,857
6819,1258
6819,857
6818,1258
6818,857
6817,1258
6817,857
6816,1258
6816,857
6207,1258
6207,857
6208,1258
6208,857
6815,1258
6815,857
6214,1258
6214,857
6814,1258
6814,857
6813,1258
6813,857
6209,1258
6209,857
6210,1258
6210,857
6812,1258
6812,857
6211,1258
6211,857
6212,1258
6212,857
6216,1258
6216,857
7036,1258
7036,857
6213,1258
6213,857
6811,1258
6811,857
6215,1258
6215,857
6217,1258
6217,857
6809,1258
6809,857
6808,1258
6808,857
6218,1258
6218,857
6807,1258
6807,857
6219,1258
6219,857
6220,1258
6220,857
6806,1258
6806,857
6221,1258
6221,857
6222,1258
6222,857
6810,1258
6810,857
6805,1258
6805,857
6224,1258
6224,857
6223,1258
6223,857
6804,1258
6804,857
6225,1258
6225,857
6226,1258
6226,857
6231,1258
6231,857
6803,1258
6803,857
6227,1258
6227,857
6228,1258
6228,857
6802,1258
6802,857
6233,1258
6233,857
6229,1258
6229,857
6230,1258
6230,857
6234,1258
6234,857
6232,1258
6232,857
6801,1258
6801,857
6235,1258
6235,857
6799,1258
6799,857
6798,1258
6798,857
6236,1258
6236,857
6797,1258
6797,857
6237,1258
6237,857
6796,1258
6796,857
6238,1258
6238,857
6800,1258
6800,857
6239,1258
6239,857
6795,1258
6795,857
6240,1258
6240,857
6794,1258
6794,857
6793,1258
6793,857
6241,1258
6241,857
6242,1258
6242,857
6792,1258
6792,857
6791,1258
6791,857
6790,1258
6790,857
6243,1258
6243,857
6789,1258
6789,857
6247,1258
6247,857
6788,1258
6788,857
6244,1258
6244,857
6246,1258
6246,857
6787,1258
6787,857
6786,1258
6786,857
6245,1258
6245,857
6297,1258
6297,857
7356,1258
7356,857
7357,1258
7357,857
7051,1258
7051,857
7055,1258
7055,857
7052,1258
7052,857
7358,1258
7358,857
6284,1258
6284,857
7054,1258
7054,857
7359,1258
7359,857
7053,1258
7053,857
7360,1258
7360,857
7361,1258
7361,857
6291,1258
6291,857
7362,1258
7362,857
6301,1258
6301,857
7363,1258
7363,857
6326,1258
6326,857
7364,1258
7364,857
7365,1258
7365,857
6295,1258
6295,857
6296,1258
6296,857
7366,1258
7366,857
6294,1258
6294,857
7367,1258
7367,857
6290,1258
6290,857
7368,1258
7368,857
6300,1258
6300,857
6293,1258
6293,857
7369,1258
7369,857
6289,1258
6289,857
7370,1258
7370,857
7050,1258
7050,857
7371,1258
7371,857
7049,1258
7049,857
6285,1258
6285,857
7372,1258
7372,857
7373,1258
7373,857
6286,1258
6286,857
7374,1258
7374,857
7048,1258
7048,857
7375,1258
7375,857
6292,1258
6292,857
7047,1258
7047,857
7376,1258
7376,857
7377,1258
7377,857
7046,1258
7046,857
7383,1258
7383,857
7378,1258
7378,857
6287,1258
6287,857
7379,1258
7379,857
6288,1258
6288,857
7380,1258
7380,857
7381,1258
7381,857
7045,1258
7045,857
7382,1258
7382,857
6265,1258
6265,857
6263,1258
6263,857
6264,1258
6264,857
6783,1258
6783,857
6784,1258
6784,857
6281,1258
6281,857
6282,1258
6282,857
6782,1258
6782,857
6785,1258
6785,857
6283,1258
6283,857
6781,1258
6781,857
6280,1258
6280,857
6780,1258
6780,857
6248,1258
6248,857
6279,1258
6279,857
6262,1258
6262,857
6779,1258
6779,857
6261,1258
6261,857
6254,1258
6254,857
6278,1258
6278,857
6778,1258
6778,857
6276,1258
6276,857
6275,1258
6275,857
6777,1258
6777,857
6277,1258
6277,857
6776,1258
6776,857
6249,1258
6249,857
6274,1258
6274,857
6775,1258
6775,857
6255,1258
6255,857
6260,1258
6260,857
6259,1258
6259,857
6250,1258
6250,857
6270,1258
6270,857
6273,1258
6273,857
6774,1258
6774,857
6773,1258
6773,857
6272,1258
6272,857
6772,1258
6772,857
6251,1258
6251,857
6258,1258
6258,857
6771,1258
6771,857
6252,1258
6252,857
6257,1258
6257,857
6769,1258
6769,857
6269,1258
6269,857
6268,1258
6268,857
6770,1258
6770,857
6768,1258
6768,857
6253,1258
6253,857
6267,1258
6267,857
6271,1258
6271,857
6767,1258
6767,857
6256,1258
6256,857
6266,1258
6266,857
6677,1258
6677,857
7181,1258
7181,857
7182,1258
7182,857
6678,1258
6678,857
7183,1258
7183,857
6679,1258
6679,857
7184,1258
7184,857
6680,1258
6680,857
7185,1258
7185,857
6681,1258
6681,857
7186,1258
7186,857
6682,1258
6682,857
7187,1258
7187,857
6683,1258
6683,857
7188,1258
7188,857
6684,1258
6684,857
7189,1258
7189,857
6685,1258
6685,857
7190,1258
7190,857
6686,1258
6686,857
7191,1258
7191,857
6687,1258
6687,857
7192,1258
7192,857
6688,1258
6688,857
7193,1258
7193,857
6689,1258
6689,857
7194,1258
7194,857
6690,1258
6690,857
7195,1258
7195,857
6691,1258
6691,857
7196,1258
7196,857
6692,1258
6692,857
7197,1258
7197,857
6693,1258
6693,857
6694,1258
6694,857
7198,1258
7198,857
6695,1258
6695,857
7199,1258
7199,857
6696,1258
6696,857
7200,1258
7200,857
6697,1258
6697,857
7201,1258
7201,857
6698,1258
6698,857
7202,1258
7202,857
6699,1258
6699,857
7203,1258
7203,857
7208,1258
7208,857
6704,1258
6704,857
6700,1258
6700,857
7204,1258
7204,857
7205,1258
7205,857
6701,1258
6701,857
6702,1258
6702,857
7206,1258
7206,857
6703,1258
6703,857
7207,1258
7207,857
7152,1258
7152,857
7151,1258
7151,857
7150,1258
7150,857
6545,1258
6545,857
7149,1258
7149,857
6549,1258
6549,857
7148,1258
7148,857
7153,1258
7153,857
7147,1258
7147,857
7146,1258
7146,857
6547,1258
6547,857
6546,1258
6546,857
7145,1258
7145,857
7144,1258
7144,857
7143,1258
7143,857
7142,1258
7142,857
7141,1258
7141,857
7140,1258
7140,857
7139,1258
7139,857
7138,1258
7138,857
7137,1258
7137,857
6548,1258
6548,857
7136,1258
7136,857
