uid,location,start_time,end_time,uid,uid
9482,,6/1/22 4:54,6/1/22 10:12,1090,8863
9483,,6/1/22 17:05,6/1/22 3:17,965,8343
9484,,6/1/22 11:21,6/1/22 10:36,817,8267
9485,,6/1/22 7:56,6/1/22 15:51,1290,8703
9486,,6/1/22 14:13,6/1/22 5:17,884,8360
9487,,6/1/22 13:48,6/1/22 1:57,860,8389
9488,,6/1/22 6:08,5/31/22 23:57,1191,8418
9489,,6/1/22 13:14,6/1/22 3:58,1107,8675
9490,,6/1/22 3:30,6/1/22 7:39,948,8292
9491,,6/1/22 2:22,6/1/22 3:40,1262,8117
9492,,6/1/22 15:42,5/31/22 21:38,685,8083
9493,,6/1/22 1:32,6/1/22 7:32,1350,8626
9494,,6/1/22 18:00,6/1/22 2:45,1255,8553
9495,,6/1/22 8:38,6/1/22 8:56,946,9021
9496,,6/1/22 2:39,6/1/22 8:52,1205,8755
9497,,6/1/22 5:26,6/1/22 3:06,1262,8070
9498,,5/31/22 21:52,6/1/22 7:10,827,8406
9499,,6/1/22 10:33,6/1/22 1:27,754,8133
9500,,6/1/22 14:02,5/31/22 21:54,801,8385
9501,,5/31/22 23:25,6/1/22 19:39,899,8911
9502,,6/1/22 18:33,6/1/22 8:04,1227,9006
9503,,5/31/22 23:49,6/1/22 10:07,1008,8262
9504,,6/1/22 16:17,6/1/22 16:26,1090,8952
9505,,6/1/22 17:06,6/1/22 8:29,912,8141
9506,,6/1/22 6:24,5/31/22 22:22,960,8111
9507,,6/1/22 2:14,5/31/22 23:33,720,8973
9508,,6/1/22 13:27,6/1/22 19:20,896,8100
9509,,6/1/22 9:26,6/1/22 5:19,869,8156
9510,,6/1/22 14:03,5/31/22 21:54,988,8495
9511,,6/1/22 2:36,6/1/22 16:25,857,8168
9512,,5/31/22 22:45,6/1/22 12:48,719,8859
9513,,6/1/22 3:00,6/1/22 8:15,895,8594
9514,,6/1/22 8:13,6/1/22 14:15,719,8220
9515,,6/1/22 1:49,5/31/22 21:49,861,8089
9516,,6/1/22 3:49,6/1/22 4:16,1153,8706
9517,,5/31/22 23:02,6/1/22 0:27,1062,8904
9518,,6/1/22 17:33,6/1/22 6:10,742,8912
9519,,6/1/22 19:38,6/1/22 6:49,964,8782
9520,,6/1/22 7:27,6/1/22 16:34,924,8364
9521,,6/1/22 4:54,6/1/22 17:12,687,8710
9522,,6/1/22 1:28,6/1/22 6:44,789,8413
9523,,6/1/22 19:17,6/1/22 18:10,823,8688
9524,,6/1/22 12:49,6/1/22 2:54,1215,8231
9525,,5/31/22 23:27,6/1/22 9:52,932,8157
9526,,6/1/22 3:38,6/1/22 1:49,1147,8332
9527,,5/31/22 22:13,6/1/22 0:24,710,8514
9528,,6/1/22 4:55,6/1/22 8:48,804,8482
9529,,6/1/22 10:18,6/1/22 11:39,971,8470
9530,,6/1/22 19:25,6/1/22 19:16,1089,8506
9531,,6/1/22 18:07,5/31/22 20:10,788,8893
9532,,5/31/22 20:16,6/1/22 19:40,1068,8178
9533,,6/1/22 7:43,6/1/22 18:23,1259,8711
9534,,6/1/22 1:01,6/1/22 2:49,702,8251
9535,,6/1/22 8:53,6/1/22 13:16,951,8056
9536,,6/1/22 1:33,6/1/22 9:29,1074,8327
9537,,5/31/22 20:36,6/1/22 5:17,1341,8140
9538,,6/1/22 19:07,5/31/22 22:54,1032,8342
9539,,6/1/22 16:49,6/1/22 14:24,975,8599
9540,,6/1/22 7:42,6/1/22 14:17,1230,8605
9541,,6/1/22 12:23,6/1/22 14:26,1189,8879
9542,,5/31/22 20:43,6/1/22 15:44,817,8319
9543,,6/1/22 10:36,6/1/22 18:46,1203,8246
9544,,6/1/22 9:03,6/1/22 15:36,1240,8759
9545,,6/1/22 5:27,5/31/22 21:22,885,8498
9546,,6/1/22 18:38,6/1/22 19:39,697,8144
9547,,6/1/22 4:13,6/1/22 0:49,1310,8622
9548,,6/1/22 11:36,6/1/22 14:08,965,8343
9549,,6/1/22 17:09,6/1/22 19:18,716,8722
9550,,5/31/22 23:02,6/1/22 0:47,1157,8163
9551,,6/1/22 8:30,6/1/22 7:23,972,8511
9552,,6/1/22 8:56,6/1/22 8:22,1194,8671
9553,,6/1/22 7:49,6/1/22 19:01,1327,8564
9554,,5/31/22 20:44,6/1/22 5:39,704,8387
9555,,5/31/22 22:35,6/1/22 12:25,865,8566
9556,,6/1/22 13:26,5/31/22 21:35,1297,8417
9557,,6/1/22 0:34,6/1/22 8:12,755,8535
9558,,5/31/22 22:36,6/1/22 1:22,951,8538
9559,,5/31/22 21:59,6/1/22 19:38,1175,8776
9560,,6/1/22 16:26,5/31/22 22:34,1108,8811
9561,,6/1/22 17:46,6/1/22 2:50,1092,8489
9562,,6/1/22 13:37,6/1/22 11:49,1229,8472
9563,,6/1/22 2:50,6/1/22 1:12,911,8258
9564,,5/31/22 21:14,5/31/22 20:29,1028,8197
9565,,6/1/22 6:11,6/1/22 2:47,799,8804
9566,,6/1/22 9:03,5/31/22 20:43,1036,8956
9567,,6/1/22 1:02,6/1/22 17:57,790,8336
9568,,6/1/22 5:24,6/1/22 9:07,842,8916
9569,,6/1/22 19:29,6/1/22 3:11,1164,8503
9570,,6/1/22 1:39,6/1/22 11:11,831,8431
9571,,6/1/22 14:09,6/1/22 11:23,1257,8842
9572,,6/1/22 4:41,6/1/22 12:18,917,8548
9573,,5/31/22 21:23,6/1/22 10:44,894,8846
9574,,6/1/22 11:46,6/1/22 5:52,889,8918
9575,,6/1/22 5:47,6/1/22 5:05,1168,8121
9576,,6/1/22 19:15,6/1/22 12:02,1117,8708
9577,,6/1/22 6:33,6/1/22 17:43,1164,8305
9578,,6/1/22 18:15,6/1/22 3:38,1227,8358
9579,,6/1/22 2:20,6/1/22 9:10,754,8401
9580,,6/1/22 9:42,6/1/22 18:07,723,8617
9581,,6/1/22 0:20,6/1/22 0:38,838,9020
9582,,6/1/22 10:57,6/1/22 3:12,714,8775
9583,,6/1/22 16:53,5/31/22 20:50,1065,8684
9584,,5/31/22 22:33,5/31/22 23:51,1107,8675
9585,,6/1/22 7:38,6/1/22 7:24,975,8599
9586,,6/1/22 12:32,6/1/22 12:28,741,8805
9587,,6/1/22 8:42,6/1/22 7:30,1157,8210
9588,,6/1/22 19:51,6/1/22 2:52,885,8216
9589,,6/1/22 11:08,6/1/22 18:26,867,8922
9590,,6/1/22 11:05,6/1/22 8:38,897,8274
9591,,6/1/22 16:23,6/1/22 13:05,845,8236
9592,,5/31/22 20:08,6/1/22 6:52,926,9018
9593,,6/1/22 5:22,6/1/22 1:33,926,8682
9594,,5/31/22 21:20,6/1/22 9:03,741,8805
9595,,6/1/22 14:09,6/1/22 17:21,1100,8686
9596,,6/1/22 5:46,6/1/22 10:49,1135,8452
9597,,6/1/22 9:42,6/1/22 10:55,1177,8486
9598,,6/1/22 18:09,6/1/22 0:19,1342,8643
9599,,6/1/22 6:28,6/1/22 4:27,866,8604
9600,,6/1/22 5:26,6/1/22 18:38,1248,8861
9601,,6/1/22 19:00,6/1/22 2:44,1130,8061
9602,,6/1/22 9:07,6/1/22 11:44,796,8198
9603,,6/1/22 5:48,5/31/22 22:29,987,8995
9604,,6/1/22 1:42,6/1/22 14:23,1096,8588
9605,,6/1/22 13:52,6/1/22 8:36,1208,8381
9606,,6/1/22 4:51,6/1/22 6:56,1153,8154
9607,,6/1/22 19:15,6/1/22 19:33,1147,8963
9608,,6/1/22 12:32,6/1/22 10:12,742,8912
9609,,6/1/22 8:59,6/1/22 1:53,984,8760
9610,,6/1/22 13:00,6/1/22 8:04,728,8880
9611,,5/31/22 20:41,6/1/22 8:28,1116,8190
9612,,6/1/22 19:27,6/1/22 8:01,932,8440
9613,,6/1/22 5:40,6/1/22 7:04,954,8794
9614,,6/1/22 18:42,6/1/22 1:22,1088,8898
9615,,6/1/22 9:59,6/1/22 2:59,712,8559
9616,,6/1/22 10:02,5/31/22 21:18,1224,8727
9617,,6/1/22 11:42,6/1/22 6:37,1092,8489
9618,,6/1/22 6:44,5/31/22 22:20,896,8989
9619,,6/1/22 5:18,6/1/22 12:02,803,8949
9620,,6/1/22 5:59,6/1/22 0:55,885,8151
9621,,6/1/22 19:44,6/1/22 18:48,1164,8305
9622,,6/1/22 7:25,6/1/22 15:16,809,8592
9623,,6/1/22 1:44,6/1/22 2:48,1003,8748
9624,,6/1/22 8:11,6/1/22 9:53,1032,8683
9625,,6/1/22 13:42,6/1/22 19:33,828,8169
9626,,5/31/22 21:34,6/1/22 10:27,1338,8800
9627,,6/1/22 4:33,6/1/22 14:10,1118,8078
9628,,6/1/22 18:48,6/1/22 13:49,1256,8791
9629,,5/31/22 22:33,5/31/22 23:25,1342,8718
9630,,6/1/22 5:05,6/1/22 8:17,1179,8699
9631,,5/31/22 22:19,5/31/22 23:49,926,8758
9632,,6/1/22 9:07,6/1/22 0:23,887,8349
9633,,5/31/22 21:10,6/1/22 14:11,1316,8451
9634,,6/1/22 11:18,6/1/22 11:01,871,8579
9635,,6/1/22 4:47,6/1/22 17:10,799,8606
9636,,6/1/22 15:11,5/31/22 22:52,1267,8135
9637,,5/31/22 21:10,5/31/22 23:37,687,8710
9638,,6/1/22 13:49,6/1/22 5:22,681,8766
9639,,5/31/22 21:45,5/31/22 20:53,741,8422
9640,,5/31/22 23:27,6/1/22 13:15,1179,8699
9641,,6/1/22 15:33,6/1/22 15:04,685,8083
9642,,6/1/22 1:42,6/1/22 3:58,1103,8457
9643,,6/1/22 17:44,6/1/22 5:06,783,8037
9644,,6/1/22 0:47,6/1/22 3:43,1275,8340
9645,,6/1/22 8:41,6/1/22 0:52,1303,8116
9646,,6/1/22 5:52,6/1/22 6:00,1016,8953
9647,,6/1/22 7:07,6/1/22 15:17,686,8233
9648,,6/1/22 7:57,6/1/22 2:44,1246,8754
9649,,6/1/22 17:29,6/1/22 9:51,1310,8622
9650,,6/1/22 0:21,6/1/22 10:41,1294,8999
9651,,6/1/22 2:07,6/1/22 19:49,1008,8402
9652,,5/31/22 21:03,6/1/22 15:18,779,8032
9653,,6/1/22 15:00,6/1/22 15:10,897,8659
9654,,6/1/22 7:10,6/1/22 16:57,995,8629
9655,,5/31/22 23:10,6/1/22 7:26,1273,8892
9656,,5/31/22 20:09,6/1/22 7:04,1341,8589
9657,,5/31/22 22:36,6/1/22 7:26,766,8850
9658,,6/1/22 19:16,6/1/22 8:43,1350,8626
9659,,6/1/22 13:49,6/1/22 13:29,739,8027
9660,,6/1/22 17:21,5/31/22 20:15,1176,8625
9661,,6/1/22 15:27,6/1/22 18:58,1191,8289
9662,,6/1/22 7:15,6/1/22 10:26,884,8360
9663,,6/1/22 12:06,6/1/22 8:33,1256,8521
9664,,6/1/22 17:05,5/31/22 23:21,776,8838
9665,,5/31/22 23:51,6/1/22 18:20,1253,8524
9666,,6/1/22 0:44,6/1/22 15:33,839,8889
9667,,6/1/22 7:15,6/1/22 1:13,961,8324
9668,,6/1/22 12:39,6/1/22 18:19,716,8224
9669,,5/31/22 23:13,6/1/22 7:02,1246,8754
9670,,6/1/22 6:51,5/31/22 21:27,1087,8453
9671,,6/1/22 9:29,6/1/22 16:27,1019,8428
9672,,6/1/22 13:56,6/1/22 6:02,1020,8326
9673,,6/1/22 3:30,6/1/22 5:50,1008,8262
9674,,6/1/22 17:51,6/1/22 16:31,744,8527
9675,,6/1/22 1:46,6/1/22 1:27,885,8216
